cell_idx,replicate,condition,image_name,local_label_id,local_cell_index,microscope,magnification_x,pixel_size_um_per_px,scale_factor,norm_mem_lo,norm_mem_hi,norm_nuc_lo,norm_nuc_hi
1093,ID18,MATURE,10X-MATURE-Foto8,45,40,EVOS,10,0.883002,1.968653,0.0,3366.740234375,637.2000122070312,3920.60009765625
1094,ID18,MATURE,10X-MATURE-Foto8,46,41,EVOS,10,0.883002,1.968653,0.0,4088.5302734375,687.5599975585938,3238.8798828125
1095,ID18,MATURE,10X-MATURE-Foto8,47,42,EVOS,10,0.883002,1.968653,0.0,2822.69921875,516.010009765625,2718.97998046875
1096,ID18,MATURE,10X-MATURE-Foto8,48,43,EVOS,10,0.883002,1.968653,0.0,4095.0,563.47998046875,3130.52001953125
1097,ID18,MATURE,10X-MATURE-Foto8,49,44,EVOS,10,0.883002,1.968653,0.0,2953.0,646.75,3851.050048828125
1098,ID18,MATURE,10X-MATURE-Foto8,50,45,EVOS,10,0.883002,1.968653,0.0,3063.33984375,597.1699829101562,3078.43994140625
1099,ID18,MATURE,10X-MATURE-Foto8,51,46,EVOS,10,0.883002,1.968653,0.0,3323.12109375,666.1799926757812,3197.0
1100,ID18,MATURE,10X-MATURE-Foto8,52,47,EVOS,10,0.883002,1.968653,0.0,2905.880859375,523.2000122070312,2770.60009765625
1101,ID18,MATURE,10X-MATURE-Foto8,53,48,EVOS,10,0.883002,1.968653,0.0,4095.0,495.0,2354.451904296875
1102,ID18,MATURE,10X-MATURE-Foto8,54,49,EVOS,10,0.883002,1.968653,0.0,2850.0,570.3499755859375,3691.85009765625
1103,ID18,MATURE,10X-MATURE-Foto8,57,50,EVOS,10,0.883002,1.968653,0.0,2666.0,496.0,2913.849609375
1104,ID18,MATURE,10X-MATURE-Foto8,58,51,EVOS,10,0.883002,1.968653,0.0,3201.8115234375,467.4599914550781,3063.080078125
1105,ID18,MATURE,10X-MATURE-Foto8,59,52,EVOS,10,0.883002,1.968653,0.0,2853.5703125,546.8499755859375,3035.04931640625
1106,ID18,MATURE,10X-MATURE-Foto8,60,53,EVOS,10,0.883002,1.968653,0.0,2688.5703125,502.1600036621094,2522.68017578125
1107,ID18,MATURE,10X-MATURE-Foto8,62,54,EVOS,10,0.883002,1.968653,0.0,3054.580078125,527.2000122070312,2445.280029296875
1108,ID18,MATURE,10X-MATURE-Foto8,64,55,EVOS,10,0.883002,1.968653,0.0,2774.0,496.0,2346.969970703125
1109,ID18,MATURE,10X-MATURE-Foto8,65,56,EVOS,10,0.883002,1.968653,0.0,2607.0,505.9800109863281,2664.02001953125
1110,ID18,MATURE,10X-MATURE-Foto8,66,57,EVOS,10,0.883002,1.968653,0.0,3020.62109375,548.6400146484375,2483.0400390625
1111,ID18,MATURE,10X-MATURE-Foto8,67,58,EVOS,10,0.883002,1.968653,0.0,2924.0,573.1699829101562,3237.181396484375
1112,ID18,MATURE,10X-MATURE-Foto8,68,59,EVOS,10,0.883002,1.968653,0.0,2818.029296875,443.5899963378906,2597.6396484375
1113,ID18,MATURE,10X-MATURE-Foto8,69,60,EVOS,10,0.883002,1.968653,0.0,2919.150390625,557.7999877929688,2724.10009765625
1114,ID18,MATURE,10X-MATURE-Foto8,71,61,EVOS,10,0.883002,1.968653,0.0,3130.0,517.0,2380.7802734375
1115,ID18,MATURE,10X-MATURE-Foto8,72,62,EVOS,10,0.883002,1.968653,0.0,2949.8896484375,557.7999877929688,3134.0
1116,ID18,MATURE,10X-MATURE-Foto8,73,63,EVOS,10,0.883002,1.968653,0.0,3353.3701171875,553.4000244140625,3376.20166015625
1117,ID18,MATURE,10X-MATURE-Foto8,74,64,EVOS,10,0.883002,1.968653,0.0,2773.5703125,512.780029296875,4041.43994140625
1118,ID18,MATURE,10X-MATURE-Foto8,75,65,EVOS,10,0.883002,1.968653,0.0,3586.2138671875,690.0,3774.30029296875
1119,ID18,MATURE,10X-MATURE-Foto8,76,66,EVOS,10,0.883002,1.968653,0.0,4095.0,358.8900146484375,3038.312255859375
1120,ID18,MATURE,10X-MATURE-Foto8,77,67,EVOS,10,0.883002,1.968653,0.0,2645.76953125,541.0,2988.800048828125
1121,ID18,MATURE,10X-MATURE-Foto8,78,68,EVOS,10,0.883002,1.968653,0.0,3133.0,536.6199951171875,3586.83056640625
1122,ID18,MATURE,10X-MATURE-Foto8,79,69,EVOS,10,0.883002,1.968653,0.0,3265.40234375,561.0499877929688,3629.580078125
1123,ID18,MATURE,10X-MATURE-Foto8,80,70,EVOS,10,0.883002,1.968653,0.0,2836.0,620.8400268554688,2978.679931640625
1124,ID18,MATURE,10X-MATURE-Foto8,81,71,EVOS,10,0.883002,1.968653,0.0,3937.0,499.0,2760.0
1125,ID18,MATURE,10X-MATURE-Foto8,82,72,EVOS,10,0.883002,1.968653,0.0,4095.0,438.0,4095.0
1126,ID18,MATURE,10X-MATURE-Foto8,83,73,EVOS,10,0.883002,1.968653,0.0,2922.0,419.4700012207031,1777.0
1127,ID18,MATURE,10X-MATURE-Foto8,85,74,EVOS,10,0.883002,1.968653,1669.0,2709.80859375,461.0,2699.720703125
1128,ID18,MATURE,10X-MATURE-Foto8,86,75,EVOS,10,0.883002,1.968653,0.0,3105.0,527.27001953125,2623.64990234375
1129,ID18,MATURE,10X-MATURE-Foto8,87,76,EVOS,10,0.883002,1.968653,0.0,2796.0,489.0,2748.0
1130,ID18,MATURE,10X-MATURE-Foto8,89,77,EVOS,10,0.883002,1.968653,0.0,2701.0,469.9100036621094,2408.179931640625
1131,ID18,MATURE,10X-MATURE-Foto8,90,78,EVOS,10,0.883002,1.968653,0.0,2854.550048828125,564.3300170898438,2748.74951171875
1132,ID18,MATURE,10X-MATURE-Foto8,91,79,EVOS,10,0.883002,1.968653,0.0,3091.0,500.04998779296875,2388.9501953125
1133,ID18,MATURE,10X-MATURE-Foto8,92,80,EVOS,10,0.883002,1.968653,0.0,2802.140625,551.5800170898438,3088.0
1134,ID18,MATURE,10X-MATURE-Foto8,93,81,EVOS,10,0.883002,1.968653,0.0,3998.146484375,477.3800048828125,2643.31005859375
1135,ID18,MATURE,10X-MATURE-Foto8,94,82,EVOS,10,0.883002,1.968653,0.0,4095.0,462.30999755859375,3322.759765625
1136,ID18,MATURE,10X-MATURE-Foto8,95,83,EVOS,10,0.883002,1.968653,0.0,3163.640625,423.3299865722656,1942.0
1137,ID18,MATURE,10X-MATURE-Foto8,96,84,EVOS,10,0.883002,1.968653,0.0,4095.0,395.0,3801.150146484375
1138,ID18,MATURE,10X-MATURE-Foto8,97,85,EVOS,10,0.883002,1.968653,0.0,4095.0,483.2699890136719,2297.4599609375
1139,ID18,MATURE,10X-MATURE-Foto8,98,86,EVOS,10,0.883002,1.968653,0.0,2350.2001953125,413.0,2630.2001953125
1140,ID18,MATURE,10X-MATURE-Foto8,99,87,EVOS,10,0.883002,1.968653,0.0,3295.9990234375,440.6600036621094,2366.679931640625
1141,ID18,MATURE,10X-MATURE-Foto8,100,88,EVOS,10,0.883002,1.968653,0.0,4095.0,408.42999267578125,2344.710205078125
1142,ID18,MATURE,10X-MATURE-Foto8,101,89,EVOS,10,0.883002,1.968653,0.0,2742.75,391.1700134277344,1976.659912109375
1143,ID18,MATURE,10X-MATURE-Foto8,102,90,EVOS,10,0.883002,1.968653,0.0,4095.0,472.25,2980.0
1144,ID18,MATURE,10X-MATURE-Foto8,103,91,EVOS,10,0.883002,1.968653,0.0,3026.62109375,412.0,1454.3502197265625
1145,ID18,MATURE,10X-MATURE-Foto8,104,92,EVOS,10,0.883002,1.968653,0.0,2821.30078125,516.239990234375,2958.0400390625
1146,ID18,MATURE,10X-MATURE-Foto8,105,93,EVOS,10,0.883002,1.968653,1674.0799560546875,3704.4140625,422.3800048828125,2655.0
1147,ID18,MATURE,10X-MATURE-Foto8,106,94,EVOS,10,0.883002,1.968653,0.0,2374.90234375,416.05999755859375,3199.0
1148,ID18,MATURE,10X-MATURE-Foto8,107,95,EVOS,10,0.883002,1.968653,0.0,2459.0,383.75,2015.75
1149,ID18,MATURE,10X-MATURE-Foto8,108,96,EVOS,10,0.883002,1.968653,0.0,2656.0,421.0,2278.0
1150,ID18,MATURE,10X-MATURE-Foto8,109,97,EVOS,10,0.883002,1.968653,0.0,2733.4404296875,431.30999755859375,2936.22998046875
1151,ID18,MATURE,10X-MATURE-Foto8,110,98,EVOS,10,0.883002,1.968653,0.0,4095.0,449.3500061035156,1897.3299560546875
1152,ID18,MATURE,10X-MATURE-Foto8,111,99,EVOS,10,0.883002,1.968653,0.0,2909.95068359375,499.8299865722656,3343.56005859375
1153,ID18,MATURE,10X-MATURE-Foto8,112,100,EVOS,10,0.883002,1.968653,0.0,2992.01171875,423.71990966796875,1970.010009765625
1154,ID18,MATURE,10X-MATURE-Foto8,113,101,EVOS,10,0.883002,1.968653,0.0,2643.0,530.0,2904.14990234375
1155,ID18,MATURE,10X-MATURE-Foto8,114,102,EVOS,10,0.883002,1.968653,0.0,2568.0,572.9500122070312,3030.050048828125
1156,ID18,MATURE,10X-MATURE-Foto8,115,103,EVOS,10,0.883002,1.968653,0.0,4095.0,444.94000244140625,2436.02001953125
1157,ID18,MATURE,10X-MATURE-Foto8,116,104,EVOS,10,0.883002,1.968653,0.0,2796.8828125,509.0,2119.14013671875
1158,ID18,MATURE,10X-MATURE-Foto8,117,105,EVOS,10,0.883002,1.968653,0.0,4095.0,464.260009765625,2965.739990234375
1159,ID18,MATURE,10X-MATURE-Foto8,118,106,EVOS,10,0.883002,1.968653,0.0,2962.43994140625,464.1400146484375,2053.0
1160,ID18,MATURE,10X-MATURE-Foto8,119,107,EVOS,10,0.883002,1.968653,0.0,3584.3203125,424.05999755859375,3558.0
1161,ID18,MATURE,10X-MATURE-Foto8,120,108,EVOS,10,0.883002,1.968653,0.0,2865.630859375,581.0,2871.52001953125
1162,ID18,MATURE,10X-MATURE-Foto8,121,109,EVOS,10,0.883002,1.968653,0.0,2838.68994140625,548.9600219726562,2712.2001953125
1163,ID18,MATURE,10X-MATURE-Foto8,122,110,EVOS,10,0.883002,1.968653,0.0,4095.0,624.22998046875,3499.85009765625
1164,ID18,MATURE,10X-MATURE-Foto8,123,111,EVOS,10,0.883002,1.968653,0.0,2874.990234375,0.0,3265.0
1165,ID18,MATURE,10X-MATURE-Foto8,124,112,EVOS,10,0.883002,1.968653,0.0,4093.0,535.0,2637.041015625
1166,ID18,MATURE,10X-MATURE-Foto8,125,113,EVOS,10,0.883002,1.968653,0.0,2803.669921875,495.20001220703125,2484.2001953125
1167,ID18,MATURE,10X-MATURE-Foto8,126,114,EVOS,10,0.883002,1.968653,0.0,3487.419921875,526.0499877929688,3612.1513671875
1168,ID18,MATURE,10X-MATURE-Foto8,127,115,EVOS,10,0.883002,1.968653,0.0,3300.8701171875,436.8399963378906,1976.5799560546875
1169,ID18,MATURE,10X-MATURE-Foto8,128,116,EVOS,10,0.883002,1.968653,0.0,2520.740234375,450.1000061035156,2385.3994140625
1170,ID18,MATURE,10X-MATURE-Foto8,129,117,EVOS,10,0.883002,1.968653,0.0,4095.0,407.5899963378906,2013.409912109375
1171,ID18,MATURE,10X-MATURE-Foto8,130,118,EVOS,10,0.883002,1.968653,0.0,4095.0,472.3999938964844,2433.39990234375
1172,ID18,MATURE,10X-MATURE-Foto8,131,119,EVOS,10,0.883002,1.968653,0.0,2311.0,0.0,2311.630615234375
1173,ID18,MATURE,10X-MATURE-Foto8,132,120,EVOS,10,0.883002,1.968653,0.0,4086.0,0.0,2056.400390625
1174,ID18,MATURE,10X-MATURE-Foto8,133,121,EVOS,10,0.883002,1.968653,0.0,2839.250732421875,0.0,2205.6005859375
1175,ID18,MATURE,10X-MATURE-Foto8,134,122,EVOS,10,0.883002,1.968653,0.0,4095.0,528.0,2438.0
1176,ID18,MATURE,10X-MATURE-Foto8,135,123,EVOS,10,0.883002,1.968653,0.0,4095.0,611.9599609375,3713.3994140625
1177,ID18,MATURE,10X-MATURE-Foto8,136,124,EVOS,10,0.883002,1.968653,0.0,2792.3701171875,561.1599731445312,3308.640625
1178,ID18,MATURE,10X-MATURE-Foto8,138,125,EVOS,10,0.883002,1.968653,0.0,4095.0,710.0,4095.0
1179,ID18,MATURE,10X-MATURE-Foto8,139,126,EVOS,10,0.883002,1.968653,0.0,4095.0,687.4400024414062,4095.0
1180,ID18,MATURE,10X-MATURE-Foto8,140,127,EVOS,10,0.883002,1.968653,0.0,4095.0,550.0,2693.820068359375
1181,ID18,MATURE,10X-MATURE-Foto8,141,128,EVOS,10,0.883002,1.968653,0.0,2417.2099609375,496.0,2413.0
1182,ID18,MATURE,10X-MATURE-Foto8,142,129,EVOS,10,0.883002,1.968653,0.0,4095.0,556.5999755859375,3504.30029296875
1183,ID18,MATURE,10X-MATURE-Foto8,143,130,EVOS,10,0.883002,1.968653,0.0,3004.0,567.25,2937.75
1184,ID18,MATURE,10X-MATURE-Foto8,144,131,EVOS,10,0.883002,1.968653,0.0,2777.010009765625,498.70001220703125,2753.64990234375
1185,ID18,MATURE,10X-MATURE-Foto8,145,132,EVOS,10,0.883002,1.968653,0.0,3079.55859375,566.5999755859375,2797.159912109375
1186,ID19,CTRL,20X-CTRL-Foto10,1,0,EVOS,20,0.448531,1.0,0.0,4095.0,495.2699890136719,2887.2197265625
1187,ID19,CTRL,20X-CTRL-Foto10,2,1,EVOS,20,0.448531,1.0,0.0,3572.0,407.1300048828125,2992.739990234375
1188,ID19,CTRL,20X-CTRL-Foto10,3,2,EVOS,20,0.448531,1.0,0.0,4095.0,378.739990234375,2783.300048828125
1189,ID19,CTRL,20X-CTRL-Foto10,4,3,EVOS,20,0.448531,1.0,0.0,4095.0,528.1099853515625,4095.0
1190,ID19,CTRL,20X-CTRL-Foto10,5,4,EVOS,20,0.448531,1.0,0.0,4095.0,622.5,4095.0
1191,ID19,CTRL,20X-CTRL-Foto10,6,5,EVOS,20,0.448531,1.0,0.0,4095.0,502.2799987792969,3591.8798828125
1192,ID19,CTRL,20X-CTRL-Foto10,7,6,EVOS,20,0.448531,1.0,1015.1300048828125,4095.0,468.0,3616.8701171875
1193,ID19,CTRL,20X-CTRL-Foto10,8,7,EVOS,20,0.448531,1.0,0.0,4095.0,489.0,3734.900390625
1194,ID19,CTRL,20X-CTRL-Foto10,9,8,EVOS,20,0.448531,1.0,0.0,4095.0,587.8499755859375,4095.0
1195,ID19,CTRL,20X-CTRL-Foto10,10,9,EVOS,20,0.448531,1.0,0.0,3746.1796875,431.1700134277344,3183.6396484375
1196,ID19,CTRL,20X-CTRL-Foto10,11,10,EVOS,20,0.448531,1.0,0.0,2980.0,433.9800109863281,2844.080078125
1197,ID19,CTRL,20X-CTRL-Foto10,12,11,EVOS,20,0.448531,1.0,0.0,3000.7490234375,400.44000244140625,2506.0
1198,ID19,CTRL,20X-CTRL-Foto10,13,12,EVOS,20,0.448531,1.0,0.0,4095.0,495.4599914550781,3353.77001953125
1199,ID19,CTRL,20X-CTRL-Foto10,14,13,EVOS,20,0.448531,1.0,0.0,4095.0,426.1400146484375,2927.85986328125
1200,ID19,CTRL,20X-CTRL-Foto10,15,14,EVOS,20,0.448531,1.0,0.0,2962.509765625,455.20001220703125,2805.200439453125
1201,ID19,CTRL,20X-CTRL-Foto10,16,15,EVOS,20,0.448531,1.0,0.0,4095.0,439.0,3032.0
1202,ID19,CTRL,20X-CTRL-Foto10,17,16,EVOS,20,0.448531,1.0,0.0,4095.0,541.0,4095.0
1203,ID19,CTRL,20X-CTRL-Foto10,18,17,EVOS,20,0.448531,1.0,0.0,2907.65625,454.0,3235.48095703125
1204,ID19,CTRL,20X-CTRL-Foto10,19,18,EVOS,20,0.448531,1.0,0.0,4095.0,552.6799926757812,4004.81005859375
1205,ID19,CTRL,20X-CTRL-Foto10,20,19,EVOS,20,0.448531,1.0,0.0,4095.0,585.0,4095.0
1206,ID19,CTRL,20X-CTRL-Foto10,21,20,EVOS,20,0.448531,1.0,0.0,4095.0,397.8299865722656,3631.6796875
1207,ID19,CTRL,20X-CTRL-Foto10,22,21,EVOS,20,0.448531,1.0,0.0,3423.8017578125,492.94000244140625,3379.06005859375
1208,ID19,CTRL,20X-CTRL-Foto10,23,22,EVOS,20,0.448531,1.0,0.0,4095.0,439.0,2725.650390625
1209,ID19,CTRL,20X-CTRL-Foto10,24,23,EVOS,20,0.448531,1.0,0.0,4095.0,497.5,3523.0
1210,ID19,CTRL,20X-CTRL-Foto10,25,24,EVOS,20,0.448531,1.0,0.0,4095.0,489.1400146484375,2725.97998046875
1211,ID19,CTRL,20X-CTRL-Foto10,26,25,EVOS,20,0.448531,1.0,0.0,4095.0,501.0,3649.840087890625
1212,ID19,CTRL,20X-CTRL-Foto10,27,26,EVOS,20,0.448531,1.0,0.0,4095.0,570.280029296875,4095.0
1213,ID19,CTRL,20X-CTRL-Foto10,28,27,EVOS,20,0.448531,1.0,0.0,3839.48046875,494.8599853515625,3686.0
1214,ID19,CTRL,20X-CTRL-Foto10,29,28,EVOS,20,0.448531,1.0,0.0,4095.0,487.7200012207031,3391.760009765625
1215,ID19,CTRL,20X-CTRL-Foto10,30,29,EVOS,20,0.448531,1.0,0.0,4095.0,520.6099853515625,3874.1201171875
1216,ID19,CTRL,20X-CTRL-Foto10,31,30,EVOS,20,0.448531,1.0,0.0,3406.02001953125,525.5900268554688,4095.0
1217,ID19,CTRL,20X-CTRL-Foto10,32,31,EVOS,20,0.448531,1.0,0.0,3756.23193359375,571.5999755859375,4095.0
1218,ID19,CTRL,20X-CTRL-Foto10,33,32,EVOS,20,0.448531,1.0,0.0,3038.2001953125,0.0,3038.2001953125
1219,ID19,CTRL,20X-CTRL-Foto10,34,33,EVOS,20,0.448531,1.0,0.0,4095.0,497.44000244140625,4095.0
1220,ID19,CTRL,20X-CTRL-Foto10,35,34,EVOS,20,0.448531,1.0,0.0,4095.0,443.4200134277344,3751.0595703125
1221,ID19,CTRL,20X-CTRL-Foto10,36,35,EVOS,20,0.448531,1.0,0.0,3997.5009765625,455.1199951171875,3315.8798828125
1222,ID19,CTRL,20X-CTRL-Foto10,37,36,EVOS,20,0.448531,1.0,0.0,4095.0,408.1600036621094,2822.9599609375
1223,ID19,CTRL,20X-CTRL-Foto10,38,37,EVOS,20,0.448531,1.0,0.0,2862.3798828125,439.9700012207031,3676.0400390625
1224,ID19,CTRL,20X-CTRL-Foto10,39,38,EVOS,20,0.448531,1.0,0.0,4095.0,465.6499938964844,3008.849609375
1225,ID19,CTRL,20X-CTRL-Foto10,40,39,EVOS,20,0.448531,1.0,0.0,4095.0,480.20001220703125,3555.099853515625
1226,ID19,CTRL,20X-CTRL-Foto10,41,40,EVOS,20,0.448531,1.0,0.0,2353.0,453.0,3610.52001953125
1227,ID19,CTRL,20X-CTRL-Foto10,42,41,EVOS,20,0.448531,1.0,0.0,4095.0,488.45001220703125,3648.6005859375
1228,ID19,CTRL,20X-CTRL-Foto10,43,42,EVOS,20,0.448531,1.0,0.0,3518.5,452.2200012207031,3252.580322265625
1229,ID19,CTRL,20X-CTRL-Foto10,44,43,EVOS,20,0.448531,1.0,1226.8699951171875,4095.0,466.5299987792969,3313.8203125
1230,ID19,CTRL,20X-CTRL-Foto10,45,44,EVOS,20,0.448531,1.0,0.0,3738.8017578125,439.45001220703125,3396.350341796875
1231,ID19,CTRL,20X-CTRL-Foto10,46,45,EVOS,20,0.448531,1.0,0.0,4095.0,410.1199951171875,3505.02001953125
1232,ID19,CTRL,20X-CTRL-Foto10,47,46,EVOS,20,0.448531,1.0,0.0,4095.0,465.3999938964844,3175.2001953125
1233,ID19,CTRL,20X-CTRL-Foto10,48,47,EVOS,20,0.448531,1.0,0.0,3972.55029296875,401.0,2815.8701171875
1234,ID19,CTRL,20X-CTRL-Foto10,49,48,EVOS,20,0.448531,1.0,0.0,2956.0205078125,451.4800109863281,3486.840087890625
1235,ID19,CTRL,20X-CTRL-Foto10,50,49,EVOS,20,0.448531,1.0,0.0,4095.0,411.260009765625,3204.159912109375
1236,ID19,CTRL,20X-CTRL-Foto10,51,50,EVOS,20,0.448531,1.0,1028.0,4002.623046875,424.1700134277344,3690.6201171875
1237,ID19,CTRL,20X-CTRL-Foto10,52,51,EVOS,20,0.448531,1.0,0.0,4095.0,414.0,3435.340087890625
1238,ID19,CTRL,20X-CTRL-Foto10,53,52,EVOS,20,0.448531,1.0,0.0,3749.310546875,375.8399963378906,3536.8798828125
1239,ID19,CTRL,20X-CTRL-Foto10,54,53,EVOS,20,0.448531,1.0,983.0,4095.0,504.6199951171875,3652.5205078125
1240,ID19,CTRL,20X-CTRL-Foto10,55,54,EVOS,20,0.448531,1.0,0.0,3967.4638671875,0.0,3265.5908203125
1241,ID19,CTRL,20X-CTRL-Foto10,56,55,EVOS,20,0.448531,1.0,0.0,3901.759765625,395.45001220703125,2559.650146484375
1242,ID19,CTRL,20X-CTRL-Foto10,57,56,EVOS,20,0.448531,1.0,952.0,3594.7578125,475.260009765625,3552.0
1243,ID19,CTRL,20X-CTRL-Foto10,58,57,EVOS,20,0.448531,1.0,0.0,2536.509765625,506.1499938964844,3662.499755859375
1244,ID19,CTRL,20X-CTRL-Foto10,59,58,EVOS,20,0.448531,1.0,0.0,2582.0,465.44000244140625,3313.0400390625
1245,ID19,CTRL,20X-CTRL-Foto10,60,59,EVOS,20,0.448531,1.0,0.0,3039.69921875,475.45001220703125,3514.950439453125
1246,ID19,CTRL,20X-CTRL-Foto10,62,60,EVOS,20,0.448531,1.0,0.0,3514.998046875,402.0,3017.7998046875
1247,ID19,CTRL,20X-CTRL-Foto10,63,61,EVOS,20,0.448531,1.0,0.0,4032.74853515625,406.29998779296875,2734.39990234375
1248,ID19,CTRL,20X-CTRL-Foto10,64,62,EVOS,20,0.448531,1.0,0.0,4095.0,463.4599914550781,3200.0
1249,ID19,CTRL,20X-CTRL-Foto10,65,63,EVOS,20,0.448531,1.0,0.0,4095.0,413.75,3178.70068359375
1250,ID19,CTRL,20X-CTRL-Foto10,66,64,EVOS,20,0.448531,1.0,0.0,4095.0,371.07000732421875,2544.929931640625
1251,ID19,CTRL,20X-CTRL-Foto10,67,65,EVOS,20,0.448531,1.0,0.0,4095.0,395.2300109863281,2613.39013671875
1252,ID19,CTRL,20X-CTRL-Foto10,68,66,EVOS,20,0.448531,1.0,0.0,2811.0,407.8500061035156,3101.4501953125
1253,ID19,CTRL,20X-CTRL-Foto10,69,67,EVOS,20,0.448531,1.0,0.0,3773.9501953125,467.0400085449219,3694.9599609375
1254,ID19,CTRL,20X-CTRL-Foto10,70,68,EVOS,20,0.448531,1.0,918.0,4095.0,452.1700134277344,3951.490234375
1255,ID19,CTRL,20X-CTRL-Foto10,71,69,EVOS,20,0.448531,1.0,0.0,2686.6796875,422.0,3769.2001953125
1256,ID19,CTRL,20X-CTRL-Foto10,72,70,EVOS,20,0.448531,1.0,0.0,2628.8408203125,446.739990234375,3592.14990234375
1257,ID19,CTRL,20X-CTRL-Foto10,73,71,EVOS,20,0.448531,1.0,0.0,4095.0,379.239990234375,2971.380126953125
1258,ID19,CTRL,20X-CTRL-Foto10,74,72,EVOS,20,0.448531,1.0,0.0,4095.0,401.8999938964844,3154.299560546875
1259,ID19,CTRL,20X-CTRL-Foto10,75,73,EVOS,20,0.448531,1.0,0.0,4095.0,402.0,2807.169921875
1260,ID19,CTRL,20X-CTRL-Foto10,76,74,EVOS,20,0.448531,1.0,0.0,2578.43017578125,413.2300109863281,2959.5498046875
1261,ID19,CTRL,20X-CTRL-Foto10,77,75,EVOS,20,0.448531,1.0,851.5999755859375,4095.0,497.5799865722656,3504.83984375
1262,ID19,CTRL,20X-CTRL-Foto10,79,76,EVOS,20,0.448531,1.0,0.0,3010.0,433.30999755859375,3038.0
1263,ID19,CTRL,20X-CTRL-Foto10,80,77,EVOS,20,0.448531,1.0,0.0,3350.9482421875,471.0,3394.850341796875
1264,ID19,CTRL,20X-CTRL-Foto10,81,78,EVOS,20,0.448531,1.0,0.0,3539.0,455.4599914550781,2973.6201171875
1265,ID19,CTRL,20X-CTRL-Foto10,82,79,EVOS,20,0.448531,1.0,0.0,2773.0,507.1700134277344,3801.6396484375
1266,ID19,CTRL,20X-CTRL-Foto10,85,80,EVOS,20,0.448531,1.0,0.0,4095.0,442.0,3442.95947265625
1267,ID19,CTRL,20X-CTRL-Foto10,86,81,EVOS,20,0.448531,1.0,0.0,3264.29296875,436.0,3388.93994140625
1268,ID19,CTRL,20X-CTRL-Foto10,88,82,EVOS,20,0.448531,1.0,0.0,2776.201171875,388.510009765625,3162.97998046875
1269,ID19,CTRL,20X-CTRL-Foto1,1,0,EVOS,20,0.448531,1.0,0.0,4095.0,463.55999755859375,3316.330078125
1270,ID19,CTRL,20X-CTRL-Foto1,2,1,EVOS,20,0.448531,1.0,0.0,4095.0,547.7000122070312,3775.0
1271,ID19,CTRL,20X-CTRL-Foto1,3,2,EVOS,20,0.448531,1.0,0.0,3729.44140625,506.04998779296875,3186.7998046875
1272,ID19,CTRL,20X-CTRL-Foto1,4,3,EVOS,20,0.448531,1.0,0.0,3986.25,479.5,2714.25
1273,ID19,CTRL,20X-CTRL-Foto1,5,4,EVOS,20,0.448531,1.0,0.0,4095.0,467.6700134277344,2251.989990234375
1274,ID19,CTRL,20X-CTRL-Foto1,6,5,EVOS,20,0.448531,1.0,0.0,4095.0,569.6599731445312,3579.0
1275,ID19,CTRL,20X-CTRL-Foto1,7,6,EVOS,20,0.448531,1.0,0.0,4095.0,387.0,2500.48046875
1276,ID19,CTRL,20X-CTRL-Foto1,8,7,EVOS,20,0.448531,1.0,0.0,4095.0,521.0,3711.0
1277,ID19,CTRL,20X-CTRL-Foto1,9,8,EVOS,20,0.448531,1.0,0.0,4095.0,483.8999938964844,2560.199951171875
1278,ID19,CTRL,20X-CTRL-Foto1,10,9,EVOS,20,0.448531,1.0,0.0,4095.0,418.0,2216.14990234375
1279,ID19,CTRL,20X-CTRL-Foto1,11,10,EVOS,20,0.448531,1.0,0.0,4095.0,530.8599853515625,3314.16015625
1280,ID19,CTRL,20X-CTRL-Foto1,12,11,EVOS,20,0.448531,1.0,0.0,4095.0,484.8399963378906,2848.0
1281,ID19,CTRL,20X-CTRL-Foto1,13,12,EVOS,20,0.448531,1.0,0.0,4095.0,0.0,3262.0
1282,ID19,CTRL,20X-CTRL-Foto1,14,13,EVOS,20,0.448531,1.0,0.0,4095.0,544.5599975585938,3100.43994140625
1283,ID19,CTRL,20X-CTRL-Foto1,15,14,EVOS,20,0.448531,1.0,0.0,4095.0,498.489990234375,3071.2802734375
1284,ID19,CTRL,20X-CTRL-Foto1,16,15,EVOS,20,0.448531,1.0,0.0,4095.0,446.5299987792969,2937.1103515625
1285,ID19,CTRL,20X-CTRL-Foto1,17,16,EVOS,20,0.448531,1.0,1182.68994140625,4095.0,516.22998046875,3331.1298828125
1286,ID19,CTRL,20X-CTRL-Foto1,18,17,EVOS,20,0.448531,1.0,0.0,4095.0,493.8699951171875,3326.169921875
1287,ID19,CTRL,20X-CTRL-Foto1,19,18,EVOS,20,0.448531,1.0,0.0,4095.0,0.0,2276.64013671875
1288,ID19,CTRL,20X-CTRL-Foto1,20,19,EVOS,20,0.448531,1.0,0.0,4095.0,500.04998779296875,3383.64990234375
1289,ID19,CTRL,20X-CTRL-Foto1,22,20,EVOS,20,0.448531,1.0,0.0,4095.0,470.0,3090.3701171875
1290,ID19,CTRL,20X-CTRL-Foto1,23,21,EVOS,20,0.448531,1.0,0.0,4095.0,442.17999267578125,2751.64013671875
1291,ID19,CTRL,20X-CTRL-Foto1,24,22,EVOS,20,0.448531,1.0,0.0,4095.0,0.0,3337.61083984375
1292,ID19,CTRL,20X-CTRL-Foto1,25,23,EVOS,20,0.448531,1.0,0.0,4095.0,479.19000244140625,3265.8603515625
